MovieID,CustomerID,Rate,Date
7331,2209307,4,2004-09-18
4219,482999,4,2004-11-16
14606,632708,3,2005-02-14
11040,1430808,3,2005-08-07
5345,2188924,3,2005-03-18
3860,2474141,2,2005-07-09
15282,2351960,2,2005-12-14
4345,1772117,4,2005-02-19
14702,71611,2,2005-02-16
12694,2214152,5,2005-10-19
10212,2593551,5,2004-12-07
8637,1113828,3,2005-08-01
11110,867925,4,2004-04-14
5732,12870,3,2005-08-09
10168,1944516,5,2004-05-18
15062,538668,2,2003-08-15
5814,1021917,3,2005-11-01
6149,2227954,5,2004-12-05
15393,2562888,2,2001-09-25
607,1389136,4,2000-05-02
3379,1817599,4,2000-07-05
3925,1391671,4,2003-11-14
8915,730954,5,2005-08-14
8832,2033888,3,2005-01-19
7828,2020157,3,2005-02-28
10730,170072,3,2005-09-16
7882,1077894,3,2003-01-14
5862,735860,3,2001-10-22
16286,1133557,5,2004-11-16
16882,1444098,3,2005-03-28
652,2540516,3,2005-02-02
9170,719354,5,2005-09-20
8327,1604027,4,2005-05-31
10300,1356127,4,2005-04-03
4080,963878,4,2005-05-11
12376,496566,4,2004-08-26
5444,2299951,4,2002-12-23
1317,507873,1,2005-03-23
16008,235418,3,2005-04-18
14188,2581672,4,2004-07-27
12778,1962226,5,2004-11-03
14047,1514725,4,2005-04-05
908,1661271,5,2005-04-29
13433,164478,4,2004-11-13
8881,1136172,3,2002-12-31
2128,1356396,4,2005-01-24
16858,944261,2,2003-09-25
8447,181941,5,2005-07-20
571,811522,4,2004-08-30
4080,1911583,1,2003-09-30
15036,699347,5,2004-11-10
16721,1765005,4,2005-08-03
4266,1130049,4,2005-05-16
7172,1881982,5,2002-03-13
580,1371805,3,2004-12-06
1145,2444873,1,2003-05-25
3557,2214690,1,2005-09-10
1542,2611663,4,2004-08-02
6706,2069624,3,2004-11-07
312,1602984,5,2004-10-10
12518,24244,3,2005-05-31
3747,2374636,4,2004-03-01
9438,1901490,3,2004-09-25
6231,1218747,4,2004-10-11
13318,1731764,4,2003-10-25
11297,1519378,4,2004-11-15
14712,61969,2,2005-12-07
6408,2522946,3,2003-02-13
7032,1271413,1,2005-02-24
14890,1601511,4,2005-09-24
7844,1158199,4,2004-05-27
9614,1404635,3,2005-07-11
15755,1882574,5,2005-06-26
16840,2179335,5,2005-05-25
12861,1002780,4,2004-11-16
12047,686638,2,2001-04-07
7875,537831,4,2005-10-25
3290,2036362,5,2005-07-21
16343,2253129,1,2004-04-12
6872,1633050,3,2005-02-13
6829,2602480,4,2003-02-14
1799,1836777,5,2005-10-03
10820,1438214,4,2005-03-11
4884,2496553,3,2005-05-16
8904,1143462,5,2005-08-07
15758,69733,4,2005-08-09
9960,2427376,4,2004-10-26
11918,2209880,4,2004-10-05
7290,1623454,2,2005-02-26
11165,1586647,5,2000-01-15
1744,791026,4,2003-12-05
8531,1437480,4,2004-04-21
7009,1940036,3,2003-04-09
9961,2399478,4,2004-05-09
13728,560674,1,2005-10-26
14642,1841559,4,2004-02-25
11022,402172,5,2005-02-10
8393,1086263,5,2005-06-29
13128,969643,5,2003-08-09
7928,2530662,3,2004-12-06
1590,686510,5,2003-12-10
7993,1200256,4,2005-04-30
1177,2275174,3,2005-11-21
10633,829304,1,2003-11-14
12092,2074382,3,2004-11-21
8997,1165305,5,2005-03-10
2578,535978,3,2004-04-16
3742,384141,3,2005-09-01
12470,228604,4,2005-01-05
11171,1555812,5,2005-09-24
2495,1103121,3,2005-01-05
15952,1609549,2,2005-06-07
10042,909164,3,2005-04-01
11837,200734,3,2004-12-10
16882,1279001,1,2003-12-02
5621,1423566,5,2004-01-08
6615,1825395,5,2005-06-07
6329,1815823,3,2005-02-25
13398,845654,2,2005-09-01
16740,668620,2,2003-07-10
1091,142492,3,2004-06-01
11696,1018234,4,2004-12-17
3090,1583135,3,2005-05-28
14550,607220,5,2004-10-15
14972,1869082,5,2005-10-14
1210,848193,2,2004-03-22
14302,666860,5,2005-03-01
14358,2057702,4,2004-11-22
5762,923236,3,2005-01-28
14185,2037390,4,2005-08-25
1862,2316337,1,2002-08-30
7521,226301,5,2004-12-30
1561,219305,5,2005-08-22
3674,317890,5,2005-08-24
14021,1832455,4,2005-09-01
7635,1530803,1,2005-03-09
11812,2116456,5,2005-08-13
10886,422397,4,2003-11-10
5472,1360578,5,2004-05-28
11886,2186548,5,2005-08-09
3890,1588457,2,2004-12-11
15378,2511626,4,2005-10-02
842,2325858,3,2004-07-28
6132,80007,2,2005-10-24
13962,2508312,3,2004-09-07
7922,124342,3,2004-04-15
10206,1886151,2,2005-11-17
2462,8092,3,2005-03-09
6508,362038,4,2005-03-06
16622,445900,3,2004-07-30
5496,1896713,5,2005-07-12
2216,959771,3,2004-11-16
13614,2333958,5,2005-05-13
7234,1572963,3,2003-11-17
14250,862592,3,2005-06-08
5884,1478381,4,2005-11-20
1428,471210,2,2005-01-05
10361,618011,5,2005-04-06
5237,535261,3,2004-04-15
1395,1364293,4,2005-01-25
15064,1541864,4,2004-07-15
1336,2191650,4,2003-11-20
3648,947310,4,2004-09-04
12838,2206911,5,2005-02-10
15366,1509458,3,2005-03-19
2660,1065318,3,2005-05-04
6070,47150,5,2004-10-23
5862,322287,4,2001-11-28
2200,52417,3,2002-08-31
14467,2049734,3,2004-02-23
12517,1240154,2,2004-06-03
5338,1912073,3,2005-10-21
1502,1091814,5,2005-08-12
4931,1056904,1,2005-05-09
4043,1746053,2,2005-01-23
8457,956297,2,2003-10-29
16139,636639,2,2004-09-02
2743,1078346,4,2003-06-24
13959,994458,3,2005-01-12
789,1237037,5,2005-02-03
9340,2227105,4,2005-09-05
8872,266808,3,2005-01-10
17179,2584725,4,2004-10-14
10111,783525,4,2004-07-30
3333,269486,3,2005-02-17
14827,961572,3,2002-01-24
11283,1548514,5,2005-01-19
9946,317579,3,2004-03-15
6274,2047981,5,2005-05-16
16901,1778360,3,2005-06-22
2862,202388,5,2004-12-12
7617,1678834,5,2005-09-12
16390,2141942,4,2002-10-25
17580,504503,2,2004-08-02
5171,1391556,1,2003-11-24
7308,94397,3,2005-01-25
13471,290965,3,2004-11-05
5033,1598173,4,2005-04-25
10561,1643323,5,2005-10-13
6134,1583718,4,2005-06-17
15755,1271921,4,2004-07-16
12206,1600392,4,2005-01-27
3624,1811927,5,2005-06-05
7742,172588,4,2005-08-01
10921,1427433,4,2004-12-21
4227,273630,3,2004-06-09
5477,2270309,3,2005-01-31
5862,126981,5,2004-08-30
2913,2362863,5,2005-08-02
9863,1580913,3,2005-01-30
10550,957846,3,2005-03-19
6708,998236,4,2005-04-11
4656,2206366,5,2005-08-08
5476,2114758,5,2005-02-20
3624,91272,5,2005-03-22
7627,1483324,4,2004-05-02
7937,58277,4,2005-03-12
8782,2280156,5,2003-03-26
7057,1569186,2,2005-07-07
3817,2187284,3,2004-10-29
16698,682561,5,2005-03-12
16343,2167650,5,2005-12-15
9074,12786,3,2005-12-26
5191,2178005,4,2004-12-19
5862,444182,4,2005-09-27
5762,1609324,5,2005-07-23
6034,1185746,2,2005-03-01
7356,266738,3,2001-10-28
7281,166659,5,2005-05-27
9565,2115297,4,2003-04-07
13342,1585471,3,2005-08-22
17411,753537,3,2004-02-17
15151,2034770,3,2005-05-06
10428,1488177,3,2004-10-06
7706,998059,2,2005-06-22
3650,1062600,5,2005-02-24
2256,639722,4,2004-10-18
12799,2183036,5,2005-04-05
13555,1139507,3,2004-10-27
4679,1215374,3,2005-08-22
11042,755923,3,2005-01-19
10170,1159506,3,2003-07-25
686,726945,4,2005-11-28
6497,958559,4,2005-09-24
14568,2211028,4,2003-02-18
1220,875958,4,2004-10-26
9712,1044976,4,2005-03-29
15147,1255365,3,2003-12-19
9156,867967,3,2005-07-13
12839,1271756,5,2005-07-03
5862,1130062,4,2002-11-13
16977,975206,4,2005-05-09
6287,2149997,5,2005-09-04
872,1616500,1,2005-09-01
16265,810953,2,2005-04-10
9438,499225,2,2003-12-23
1046,1803243,3,2005-02-09
11446,1438453,4,2005-12-29
6508,2537543,1,2005-04-06
225,2316963,4,2005-06-01
14606,1865100,2,2004-09-23
7436,1673072,5,2005-02-27
235,2635398,4,2005-10-24
10550,1755214,4,2005-10-28
8116,995000,5,2005-07-11
3433,245116,4,2004-11-26
9281,19296,3,2004-04-15
13636,1726438,3,2005-01-09
15563,1408928,4,2004-09-09
6274,60199,5,2005-05-05
17424,390574,4,2005-04-08
15124,876511,5,2005-06-01
15063,787282,5,2004-12-03
9223,452299,1,2004-07-22
15205,2285987,3,2005-02-27
10673,506483,4,2004-10-04
1625,1247959,5,2005-07-05
5538,1422678,4,2005-03-23
6510,500433,3,2005-04-24
15393,838349,2,2005-10-25
14103,2330901,5,2005-03-20
17129,290475,4,2004-12-08
15662,868874,4,2005-06-03
16083,1278938,5,2005-10-16
2160,1796809,4,2005-02-18
571,50553,2,2004-05-24
16068,1456333,3,2005-12-21
3173,2185479,5,2004-11-30
11134,1027919,2,2005-07-25
16668,2201129,4,2002-12-15
1561,2391686,5,2004-09-12
2391,2451617,5,2005-09-16
16302,1404911,4,2005-11-07
7419,832780,4,2004-08-11
8295,1191116,5,2005-07-03
14167,1200140,3,2004-07-22
5499,954136,4,2003-05-09
3798,1221190,4,2003-05-16
11089,1253689,5,2004-07-17
2578,1855677,4,2004-09-25
9788,1724806,3,2005-03-28
5882,166980,3,2003-12-27
5164,2599813,4,2003-05-28
11911,2277511,5,2005-05-23
9398,2383798,4,2005-05-26
1866,1980593,2,2001-11-07
2376,1345779,3,2004-05-23
6972,22428,4,2005-06-28
12470,2082893,3,2005-02-25
15647,1735896,1,2004-01-17
7330,1484022,4,2003-12-08
14671,2321963,4,2005-09-15
16792,1141553,2,2003-10-26
12470,595054,2,2005-06-08
4524,2598540,4,2005-05-03
10170,2585882,3,2004-07-06
17499,1476235,5,2004-12-13
4727,2085116,4,2004-08-03
12317,2323358,4,2001-02-20
4705,1035775,4,2004-11-02
14670,2237029,3,2005-08-02
2326,1717110,4,2004-06-28
4472,2154534,4,2005-01-27
8596,556384,2,2005-01-19
17135,40174,4,2003-11-29
17355,327523,5,2005-09-06
16063,657427,4,2002-04-24
14909,1570545,3,2002-06-28
13392,1857227,4,2005-05-03
15813,2142230,2,2005-02-16
311,1515871,4,2005-05-31
13102,1807030,5,2002-07-19
7234,1461334,2,2003-04-14
473,1765512,5,2004-07-12
12966,2344128,1,2005-10-03
12002,2627567,3,2005-09-16
5477,1132339,3,2004-06-18
9879,2115386,2,2002-09-17
5788,2078373,5,2004-02-10
16522,787275,3,2005-07-08
10550,130103,2,2005-01-29
10363,594244,5,2004-09-24
13614,220576,4,2005-08-08
15787,357481,3,2004-10-18
17330,2326863,3,2005-03-01
14161,1449107,5,2005-02-14
8678,912093,4,2005-08-31
3181,677153,5,2005-07-25
3265,2030523,3,2005-05-14
5259,1493476,4,2005-03-17
14464,861329,5,2004-09-20
7960,2545730,4,2005-05-31
16765,2628863,3,2004-01-26
571,1301130,4,2005-11-21
17355,2039884,3,2005-01-19
15450,1360897,5,2004-04-12
8717,770619,4,2004-09-20
14050,1576939,3,2005-07-28
11149,1598594,3,2005-08-06
11388,1931981,4,2004-07-26
9756,1450015,4,2003-04-21
16930,1943087,4,2005-05-19
15818,1749255,3,2005-03-16
2989,1621501,5,2003-08-18
6972,1646759,4,2005-11-10
7786,490147,4,2004-08-09
11077,2546621,4,2005-04-22
8316,1490035,3,2005-05-05
8387,1207408,5,2005-08-27
15205,2309320,4,2005-11-14
11805,271019,2,2004-08-30
6837,88799,4,2005-07-04
11219,2627165,5,2005-06-24
10036,1532502,5,2004-09-27
9591,505750,4,2005-04-25
13959,1207488,2,2004-12-08
9126,447836,3,2005-09-20
9617,741486,2,2004-06-24
10420,947574,4,2004-06-29
15515,303948,3,2004-09-05
5401,1996200,4,2005-01-19
4260,2470464,5,2001-08-31
3824,2290211,5,2005-12-09
16377,372100,5,2005-06-19
6158,1195117,4,2005-08-07
5561,2377757,4,2005-12-30
8596,6862,3,2005-04-19
5054,354928,4,2005-09-21
10451,366915,4,2005-04-04
13705,339107,3,2005-09-25
11089,618383,4,2005-10-13
9242,1122838,4,2004-11-03
10583,2275381,5,2004-08-27
2050,867964,2,2005-04-01
7942,2043500,4,2004-09-22
15058,2634967,4,2004-01-13
851,2499280,3,2005-09-14
6337,890041,1,2004-03-16
15409,641336,4,2004-07-16
6739,970811,4,2005-12-21
6386,360303,4,2004-07-14
1877,1388677,4,2004-05-01
12221,636506,4,2005-06-03
4753,542131,1,2004-05-04
13423,79799,4,2005-09-15
6274,191020,4,2005-03-07
11999,2431407,2,2004-03-27
4898,1220170,3,2004-03-22
5369,1366677,2,2005-07-11
9525,152405,3,2001-08-28
1145,2332604,3,2004-09-02
10170,646231,2,2005-01-07
12360,652121,3,2004-10-20
8954,256452,4,2005-08-25
3347,1557557,3,2004-04-22
11165,2146283,5,2004-08-02
14822,1863329,4,2005-09-10
4634,1328524,2,2005-11-03
10274,670382,5,2004-07-23
963,480305,3,2000-06-20
3451,2319282,3,2003-11-20
12970,726171,5,2005-01-31
4745,16147,5,2004-02-16
15043,515341,3,2004-10-20
3165,1401475,4,2005-04-16
5601,2568908,5,2003-02-15
15099,2604824,4,2003-07-01
15183,1093671,3,2005-06-28
7234,965779,1,2005-11-14
9613,1293817,3,2001-11-10
15393,2515071,1,2004-11-17
1542,1959983,3,2005-12-06
8740,935606,3,2001-08-12
14528,643058,2,2003-12-17
10607,767367,3,2005-10-27
501,1570147,3,2004-07-11
10230,486399,3,2000-10-04
9788,566016,3,2005-07-31
15215,1784150,1,2005-08-19
15151,450090,5,2005-01-19
14978,232391,4,2004-11-30
11875,99750,4,2004-12-13
4590,11430,5,2005-03-23
6574,179622,4,2004-09-01
16380,824459,4,2004-11-16
14209,2130926,3,2005-12-13
13712,843097,3,2005-06-30
1142,1774976,3,2005-07-15
13856,323796,3,2005-06-11
4670,1419227,3,2005-03-22
16181,2087478,4,2005-11-03
2430,1552750,4,2004-09-04
10358,872114,3,2005-06-27
7055,2462886,4,2004-11-22
3650,1390729,5,2000-03-08
4972,982685,4,2005-12-17
11886,1493889,4,2004-08-27
5991,121979,4,2005-09-13
9298,1435822,4,2004-12-14
2074,234574,5,2005-11-18
4506,1603022,3,2005-08-24
17133,436695,3,2003-12-26
1307,1840306,3,2005-07-25
7409,584032,1,2004-02-15
11038,976059,4,2005-05-15
6971,850882,5,2002-11-06
819,1274284,4,2003-04-30
13282,1552772,2,2005-08-01
6037,549221,4,2003-03-19
16596,1975762,4,2004-08-01
8387,2466231,2,2003-11-11
2452,1168113,5,2005-01-26
2612,600251,3,2004-01-10
4049,1612901,4,2005-08-24
9298,280930,4,2005-01-11
5614,2576514,4,2004-10-02
17381,247034,4,2005-01-03
10225,871630,5,2004-07-20
11812,2257189,5,2005-07-16
6974,163101,5,2004-06-18
3860,2524955,2,2005-10-09
17513,672989,3,2005-04-26
7494,662478,3,2005-07-03
14240,1266026,5,2005-03-28
4745,866794,2,2005-01-28
11064,1139610,5,2005-07-01
16532,524900,2,2003-01-16
10414,2257323,1,2002-05-21
9728,569571,4,2005-06-25
4656,549249,4,2002-08-10
15922,1565187,4,2003-12-14
12343,1835590,2,2004-12-27
15787,1142775,4,2004-12-11
14972,897838,4,2005-11-21
4165,357574,4,2004-01-05
12317,570410,4,2004-03-12
6989,1550823,3,2005-09-08
16969,1116034,3,2003-05-20
14606,1004200,4,2004-12-07
3216,810854,5,2004-10-09
313,787316,4,2003-02-15
3309,1264424,5,2005-01-19
15563,2176465,2,2005-02-04
9981,1614754,2,2005-10-04
10451,1479287,5,2005-04-17
3938,203909,4,2005-05-31
10975,102023,4,2005-05-23
14382,828919,5,2005-02-06
17330,1926320,4,2005-01-25
8019,2153538,3,2005-05-11
10680,1588548,4,2005-06-10
13129,510028,5,2005-02-19
16357,1910395,4,2005-10-10
3925,497714,3,2004-12-11
7833,618187,4,2005-11-03
12881,499956,3,2005-06-08
9960,1527789,5,2005-08-14
7808,520520,5,2004-02-02
11089,111966,5,2003-10-02
15769,1311587,3,2005-05-05
10837,384317,4,2005-10-23
6464,747077,5,2003-01-05
1046,2621647,3,2004-06-05
4306,2631246,4,2003-04-08
7240,2242333,3,2002-01-29
6692,2521681,2,2005-06-02
3668,70915,4,2005-10-11
16082,1631338,4,2005-09-26
9728,78523,4,2004-12-28
818,1324830,2,2005-12-14
758,640454,4,2005-02-16
14780,342700,3,2005-08-30
16265,2067079,4,2005-01-20
11149,1822108,2,2005-07-13
17127,368222,3,2003-09-24
3938,2254940,5,2004-12-30
5704,17433,5,2005-03-01
13584,1548908,1,2002-11-05
9608,2308483,3,2005-02-14
12828,1444265,3,2005-06-21
15362,324162,3,2004-02-26
1703,226010,5,2004-08-28
15107,617288,3,2004-11-29
6366,1017936,5,2005-01-24
13082,1350508,3,2005-06-21
12155,706978,5,2005-04-23
4874,1007643,2,2004-07-05
17189,1502260,5,2004-06-01
8989,191810,4,2004-08-02
16220,2094781,5,2005-03-22
457,1720619,4,2005-05-10
17330,978437,4,2005-04-25
2938,550764,5,2005-10-29
9909,1202646,4,2005-11-07
1144,744921,5,2004-10-09
7364,446072,5,2005-06-15
1902,2212422,3,2003-11-13
10835,1923732,3,2005-12-14
17339,1036093,4,2005-05-21
7576,2458087,3,2005-06-06
13090,1854790,5,2005-04-21
12785,132288,4,2005-01-04
17174,1086234,4,2005-02-22
9188,1798965,3,2004-01-05
1120,1452675,3,2004-04-01
8981,1462490,5,2005-11-02
4389,115561,4,2003-09-08
615,1620368,5,2001-06-24
14126,171827,1,2003-05-05
5515,1674777,5,2005-04-02
8687,2061499,2,2005-03-14
16438,1227739,5,2005-04-30
4364,648865,4,2005-01-01
6972,726813,5,2005-01-07
768,1679402,2,2003-04-17
17324,31209,3,2005-06-21
4577,1076646,3,2003-01-11
13955,2324919,4,2005-06-27
13462,178616,1,2005-10-30
353,1470072,4,2005-11-07
10928,2522549,3,2005-06-16
10674,1344576,3,2003-06-11
2905,988997,4,2005-02-26
1180,2080189,4,2005-09-26
11745,699411,5,2005-07-19
15449,93094,3,2005-09-25
13651,150736,5,2005-08-10
11062,2174660,4,2002-11-05
10471,1040587,1,2004-06-15
5401,2152068,5,2005-09-06
11144,456220,2,2004-11-23
2580,1547513,3,2005-12-31
8432,155620,4,2001-12-16
14454,2199222,4,2004-10-21
15540,1055424,3,2003-12-30
9960,957238,4,2005-10-12
2171,657712,3,2005-02-23
14660,387916,2,2003-07-18
11225,2121649,5,2005-10-29
10947,1906986,5,2005-05-08
16948,1386193,3,2005-04-27
8809,192947,3,2003-11-25
4753,1763744,2,2004-04-20
5906,389506,4,2005-04-08
12329,235505,4,2004-10-21
12562,1566925,2,2004-07-14
3920,183672,1,2004-05-27
9259,1881496,4,2005-05-10
17508,1281636,5,2005-05-08
9614,1336921,4,2005-05-15
1975,1331712,2,2004-06-04
11277,907525,4,2005-09-09
14590,134608,3,2004-07-23
8815,999545,2,2003-04-16
11164,2640547,5,2005-02-09
3409,493006,2,2005-08-24
8405,219888,3,2005-01-10
15627,42630,4,2005-03-12
5112,1089884,3,2002-07-23
118,2236094,3,2005-12-16
15282,1707753,1,2005-05-20
3085,893014,3,2005-05-15
14042,1401974,2,2004-05-05
8826,2334192,3,2004-05-07
7624,1950188,5,2004-07-09
692,987211,2,2004-06-10
7632,2545709,2,2005-12-21
13402,1690473,2,2005-03-05
12244,1532058,1,2004-07-16
7904,404706,3,2003-09-05
13887,1399783,1,2005-03-21
5394,1020214,3,2003-08-28
1618,2459354,5,2005-07-08
16721,889992,4,2005-02-06
11077,1851701,3,2005-08-14
1367,1259083,4,2005-08-17
2015,2372603,3,2003-12-30
9442,584839,1,2004-11-24
15004,316006,3,2005-09-23
6497,118113,3,2003-03-21
6122,2288023,3,2004-12-18
15306,1724553,4,2005-07-19
10947,2331444,1,2005-08-02
16128,460224,3,2003-09-15
17472,2342980,4,2002-08-21
3936,1561964,3,2002-07-07
10080,2178143,5,2005-02-22
13705,345704,3,2003-12-03
1832,1157883,5,2004-05-06
6860,49828,3,2004-07-13
12191,1582990,3,2004-04-26
7173,224993,4,2005-03-26
9731,2157060,4,2004-10-08
2541,1456031,4,2003-07-07
9828,1169685,4,2002-03-18
10275,2544224,3,2005-11-17
11750,486255,4,2004-04-03
16948,307626,5,2005-04-27
6931,2405694,4,2004-09-15
2693,1139570,4,2001-03-20
4745,162959,4,2005-07-25
6251,861723,5,2005-07-09
8376,543244,3,2003-11-19
5401,25850,2,2005-02-15
14550,1797432,5,2004-10-15
5245,1943182,4,2004-05-13
658,1947591,3,2005-04-07
1145,1509112,3,2004-10-10
9939,120831,4,2005-10-18
4310,2578541,2,2005-01-05
3368,1559136,4,2003-10-25
9592,844748,4,2004-06-27
9512,905810,4,2005-10-24
14755,2481368,1,2002-02-22
13827,1246245,3,2005-09-14
13451,86538,5,2005-08-21
16082,2363863,3,2005-01-06
10947,813079,5,2005-04-26
8141,1532984,2,2004-12-18
1116,2604976,1,2002-02-28
16970,747099,3,2002-04-26
15902,442593,3,2005-07-03
17355,1572525,4,2005-09-10
5103,1933537,5,2005-06-04
11677,841432,1,2005-08-12
14358,2436000,4,2005-10-26
4805,2202945,4,2002-08-08
13930,764190,4,2005-10-10
1532,2596726,4,2004-04-05
9828,897051,5,2005-12-04
9756,2292848,3,2005-06-27
14702,1595693,4,2003-01-03
7511,467503,5,2003-10-02
11398,577188,5,2002-07-04
4266,1882738,5,2004-10-07
7240,2477320,5,2004-08-02
798,1282570,4,2002-02-11
5656,1591950,5,2005-02-21
15163,38946,4,2002-07-07
12470,1846465,2,2005-06-19
8525,920195,3,2005-05-12
9960,2562801,4,2004-12-16
12523,1421625,2,2005-06-18
8901,1066055,3,2004-04-30
12015,1284774,3,2005-09-17
1571,409834,3,2005-10-01
16406,696997,4,2005-07-21
14215,1539381,3,2005-02-21
7987,2497340,3,2003-11-02
4546,1510925,5,2004-08-03
2239,803722,3,2005-06-07
5220,297461,1,2003-09-20
9785,385553,3,2005-06-16
15700,482971,5,2004-12-13
14584,165779,5,2005-08-18
16858,371701,3,2004-10-25
1905,223135,4,2005-03-10
14056,496087,4,2005-09-26
14909,1703471,5,2005-01-21
4266,255075,5,2005-04-22
6534,1807578,3,2004-09-18
17506,1551121,4,2005-02-15
4745,1751830,3,2004-03-23
13534,811093,4,2005-12-15
7624,922345,5,2005-06-07
1145,900364,3,2003-11-13
3864,2212378,5,2005-12-31
14039,1317457,5,2004-06-11
15816,1009405,3,2005-04-07
7221,852029,4,2005-09-02
2953,2411332,4,2002-09-09
3433,2241385,4,2005-03-01
5059,699237,4,2000-05-19
10687,2484668,1,2003-02-13
7233,2603754,4,2004-04-16
14135,2049680,3,2005-10-17
15715,2522649,3,2005-05-08
8079,489335,3,2004-10-04
3638,1567095,3,2005-02-17
4972,108306,2,2005-02-24
8295,2022945,2,2005-11-02
8327,771291,4,2005-02-14
6814,2500414,5,2005-03-15
14317,474541,3,2003-11-09
5807,175452,4,2004-12-21
4745,2448252,4,2005-05-28
12299,41042,4,2002-01-05
6268,881913,3,2003-09-11
3581,749353,3,2004-12-29
12937,802413,5,2005-10-11
9991,704685,2,2005-08-24
13923,266874,4,2005-03-10
127,2303456,2,2005-08-09
12161,1345591,4,2004-05-05
410,584214,3,2005-12-06
571,2015722,4,2005-09-20
143,224647,3,2004-08-14
9242,2193184,5,2004-12-07
11531,2290452,3,2004-03-06
15997,487770,4,2005-04-05
5814,2181507,3,2004-12-10
16954,1256475,5,2005-07-07
11209,2143633,4,2005-05-30
2862,976615,4,2002-07-02
14970,1347528,4,2005-02-05
12355,1195746,3,2003-05-04
4590,74332,4,2005-03-07
17764,1443041,3,2005-02-08
3382,2452963,5,2002-08-17
5345,1310748,3,2005-10-24
686,2634607,4,2004-08-25
13584,2156560,4,2005-04-18
17671,731761,2,2004-06-23
11077,1401878,3,2005-09-26
3875,568297,4,2005-06-02
5571,1649909,4,2004-12-27
16640,1360387,1,2005-07-01
5056,2480584,1,2004-02-20
16550,929477,1,2005-01-25
17088,130159,5,2005-02-25
12184,973780,1,2005-06-28
9645,44490,3,2003-12-12
10550,232047,4,2004-09-17
13636,1258738,3,2004-11-01
8438,19271,3,2005-06-25
12355,626906,1,2003-12-16
5919,788408,4,2004-04-29
16128,984041,4,2005-05-29
17560,356736,4,2005-08-18
14482,2410286,3,2003-09-17
8099,2021524,2,2005-03-01
4695,1562770,4,2004-08-30
3798,2138793,4,2002-03-27
14725,2176546,2,2005-03-28
733,401814,3,2000-03-01
8904,1461553,5,2002-08-21
2920,1427824,4,2005-10-07
1307,208785,1,2004-09-25
811,1632338,3,2005-12-22
571,1513215,5,2004-11-21
15715,1666279,5,2004-06-16
1843,87762,3,2005-06-05
12221,1288000,3,2005-03-07
10358,339624,3,2005-11-21
1243,1851346,4,2005-04-07
8636,1435855,5,2004-07-28
13651,276738,1,2005-02-12
14376,1482363,3,2005-12-16
7538,1033930,3,2005-09-05
5515,2341174,4,2005-01-22
12785,2191650,3,2002-08-14
761,352223,1,2004-11-09
16128,1138833,3,2004-11-11
13493,1112907,3,2003-10-26
692,1132093,2,2005-01-20
5317,1207686,4,2002-07-28
8851,1398022,3,2005-05-16
5571,1221563,3,2003-07-30
16242,537109,3,2005-08-06
9518,1288321,1,2003-09-08
2495,642349,3,2005-07-05
13384,1282997,3,2005-04-15
17307,1788404,5,2005-10-09
11612,2119505,4,2001-12-16
10474,979155,2,2004-05-01
10607,4247,4,2003-05-12
4043,193234,5,2005-08-31
10809,1120192,3,2005-06-23
13763,479781,3,2004-10-13
172,2311102,3,2005-05-17
14241,533163,3,2004-08-23
5538,2255907,4,2004-10-08
9156,2112188,4,2004-12-28
457,190255,2,2004-10-18
5926,1807097,4,2003-03-09
1289,2341268,2,2003-11-02
13519,1840522,4,2004-12-17
16768,1977373,4,2004-11-04
2558,1301618,3,2005-01-25
6966,2588416,4,2004-11-02
3350,1737824,4,2005-10-14
16984,633253,4,2005-05-19
7323,1093270,2,2005-08-17
11040,1835555,4,2005-09-03
9959,2250969,4,2005-11-29
8376,622150,5,2005-06-20
9939,1108916,3,2005-10-25
10607,2343253,4,2004-01-08
15449,1845522,2,2005-10-03
12399,467255,3,2004-10-13
9340,2459215,4,2005-10-05
4852,906509,3,2005-04-15
6833,1677670,4,2005-11-16
3670,870097,3,2005-10-11
6073,270049,3,2004-05-06
1703,236442,2,2005-03-07
8806,107776,5,2005-03-21
16008,216484,3,2005-10-24
16882,1579352,3,2003-11-06
9614,1788942,4,2004-07-14
4648,490464,4,2005-06-27
9458,2073276,3,2005-12-20
829,2472772,4,2004-04-02
5472,2645928,3,2005-01-09
1799,2288449,5,2003-11-24
7617,2392072,5,2005-02-14
14928,1806428,3,2003-04-23
12191,1997127,1,2004-06-14
13748,527665,4,2005-03-02
4493,2256731,3,2005-03-25
10152,1495562,3,2002-12-06
14727,364140,3,2005-07-05
6037,2626811,4,2005-07-15
10620,231600,4,2003-06-23
11237,2518550,3,2005-03-20
1975,2513157,4,2004-07-10
15646,559114,3,2005-05-23
14654,612786,4,2004-10-21
11398,2102796,5,2005-03-05
1832,1754513,5,2004-03-29
6449,1027442,4,2002-04-21
2705,2390609,3,2004-09-26
12149,2630454,3,2005-01-20
12337,2169713,5,2001-08-16
1905,1390996,5,2004-11-25
1744,907899,4,2005-07-16
14441,1530504,2,2005-10-24
6797,2542533,4,2005-10-11
3466,1626829,3,2002-11-06
11265,2128678,2,2005-11-27
14453,2561674,1,2005-09-11
3756,920597,4,2004-11-01
3003,2439493,4,2002-04-27
16879,2100794,3,2002-08-03
10835,1654507,4,2004-10-05
6497,1767523,3,2005-08-15
10774,2384242,4,2005-11-07
11283,2286123,5,2004-11-17
